acct_id,cust_initials,txn_date,txn_amount,merchant_category,merchant_zip,txn_type,balance_after
3831-1265-4488,MK,2024-07-08,3102.22,Utilities,51257,payment,24108.09
8374-5191-3380,NN,2024-02-05,4260.29,Groceries,92592,transfer,33033.79
1278-2813-6203,GT,2024-12-18,688.33,Groceries,74628,transfer,3126.66
9254-2529-8297,IE,2024-04-04,4836.23,Restaurant,55162,debit,21698.8
0149-2545-8162,KK,2024-08-28,4877.7,Restaurant,75183,credit,11965.03
8532-4328-1285,BA,2024-08-21,3812.68,Online Shopping,80264,debit,37745.52
4923-6358-3788,YC,2024-10-01,3829.4,Travel,22015,debit,666.87
1927-8946-0784,OK,2024-06-28,3051.78,Utilities,30392,transfer,34291.42
8576-0653-2738,CJ,2024-01-13,4959.01,Groceries,13578,debit,43488.6
5793-7534-7349,MH,2024-04-04,4541.62,Healthcare,17398,payment,17710.9
1093-3160-7838,US,2024-05-31,2095.68,Entertainment,52058,debit,21763.19
9380-2500-4092,NP,2024-04-24,3157.92,Restaurant,00966,credit,34782.79
3496-1846-8507,AE,2024-05-17,1153.9,Gas Station,03585,payment,37853.39
2185-1499-2130,XJ,2024-08-27,83.44,Utilities,35201,transfer,13665.67
8465-3069-6827,CI,2024-08-06,2939.36,Travel,27991,transfer,41404.3
3070-6634-6836,OR,2024-06-01,1531.93,Travel,42452,credit,2247.91
2548-8009-8820,BV,2024-05-25,270.77,Travel,53701,credit,23684.05
7585-4072-0139,HL,2024-11-10,2580.48,Travel,28764,payment,18477.67
1860-9863-8955,HV,2024-08-09,2381.63,Entertainment,60261,transfer,42159.12
4967-3081-0150,RC,2024-12-18,4195.67,Healthcare,32331,transfer,11739.22
7881-5674-8184,EQ,2024-04-17,4934.42,Travel,57872,payment,10823.5
4428-7236-7080,TX,2024-05-01,3408.4,Groceries,12541,debit,29058.94
4209-8376-1361,RM,2024-10-25,3635.27,Entertainment,27943,debit,18953.32
2548-8455-7869,JY,2024-01-19,4502.1,Groceries,78804,transfer,15256.1
2780-9348-3089,SN,2024-10-09,3501.24,Restaurant,36357,debit,13601.76
7613-2065-5868,CV,2024-01-04,2602.78,Healthcare,30212,transfer,26806.9
4777-5482-6518,AN,2024-03-08,76.13,Healthcare,97771,credit,42115.65
7387-5317-5993,FF,2024-12-05,3172.57,Entertainment,35464,transfer,14134.83
1754-6228-0132,UD,2024-03-25,4007.25,Utilities,71960,debit,16542.26
5254-5619-0437,JR,2024-05-27,4791.22,Travel,66697,payment,19757.66
0888-4154-6599,FN,2024-06-15,235.45,Online Shopping,10054,credit,6180.15
9151-6453-2040,HG,2024-10-19,2805.36,Travel,06006,payment,1720.67
3763-8835-6120,GI,2024-01-31,4127.21,Entertainment,78405,debit,39710.24
9996-7852-5733,PZ,2024-07-22,1559.55,Travel,62695,payment,20418.18
6045-4338-5803,RS,2024-08-18,2561.97,Entertainment,31353,payment,19802.69
7454-8865-2648,CL,2024-04-13,1834.88,Online Shopping,19074,debit,32956.01
0705-0194-0998,IX,2024-07-03,4395.45,Entertainment,19174,payment,41410.59
7781-7793-0505,YC,2024-03-16,3006.0,Groceries,04843,credit,23538.05
4332-5051-6792,SZ,2024-03-04,485.0,Entertainment,35708,debit,40737.33
2716-1088-9520,LY,2024-07-07,2771.93,Utilities,44136,debit,21884.78
8966-7281-6383,MT,2024-08-30,1513.45,Gas Station,42660,debit,34000.24
5587-0671-8789,SF,2024-11-11,2000.12,Gas Station,91723,debit,39870.51
4203-6968-8517,WK,2024-03-08,118.76,Restaurant,20536,credit,39224.62
7864-4805-3415,AC,2024-07-11,2435.14,Restaurant,93126,credit,29367.74
9984-5089-7044,GO,2024-09-21,2935.4,Groceries,04343,credit,48398.03
7359-3290-7800,LH,2024-09-05,1338.1,Entertainment,63287,transfer,8627.63
7038-8539-7555,RD,2024-01-20,1185.12,Online Shopping,31565,transfer,10479.74
7556-4407-3559,TL,2024-03-01,394.93,Utilities,40993,debit,49795.81
2672-9541-4492,TP,2024-11-27,2668.42,Gas Station,29032,transfer,7712.44
9313-4653-6085,YQ,2024-04-18,1866.66,Gas Station,79765,payment,38572.4
1213-3905-9127,QE,2024-06-14,1883.6,Entertainment,40011,payment,24674.83
8928-6644-4297,MO,2024-01-28,1272.49,Entertainment,95697,payment,29308.67
4463-6096-5253,MR,2024-03-14,491.59,Groceries,40036,debit,15072.87
1940-9823-7749,WE,2024-03-01,955.92,Entertainment,19944,debit,47346.94
9266-4024-2722,SA,2024-07-27,4214.48,Gas Station,36308,transfer,20523.96
3195-0885-2435,FL,2024-01-07,202.58,Travel,61928,transfer,33835.36
1185-9760-1274,NS,2024-04-30,2287.13,Utilities,34222,credit,16737.31
1024-1466-2834,GF,2024-01-30,4066.44,Healthcare,83592,payment,16447.71
4130-4565-3332,OT,2024-04-20,2550.29,Entertainment,10555,transfer,48203.08
8566-1461-9569,GW,2024-12-19,1549.71,Restaurant,46933,credit,31613.47
2329-8981-8191,FW,2024-10-10,4119.23,Entertainment,17115,debit,7911.51
9984-6341-6102,AI,2024-12-15,1475.42,Online Shopping,76155,payment,31510.48
5106-6137-7597,WI,2024-04-09,3894.77,Healthcare,92239,debit,12446.99
3525-4913-2455,ZZ,2024-02-06,2000.88,Healthcare,70826,debit,36139.25
3526-6955-2607,DN,2024-12-15,214.74,Restaurant,70378,credit,39456.66
5160-6702-3949,VV,2024-09-29,1841.19,Restaurant,08696,debit,10557.01
3655-8625-0779,SL,2024-04-01,1294.52,Utilities,93055,transfer,42490.86
3934-2442-4616,CS,2024-08-04,2808.49,Restaurant,44795,debit,34569.1
9124-3198-8244,YJ,2024-05-23,4969.93,Restaurant,60057,credit,38769.19
0890-3057-7882,DX,2024-08-23,267.34,Groceries,42793,credit,35481.64
7178-6661-5131,GQ,2024-07-24,402.24,Utilities,84706,transfer,30945.74
3321-8802-4766,DP,2024-12-11,3204.25,Gas Station,39111,credit,15155.55
3615-2588-7038,UO,2024-12-17,699.77,Entertainment,91935,credit,47989.48
5556-1225-3331,AW,2024-01-09,230.64,Utilities,20002,credit,42846.01
4530-1404-5101,AN,2024-01-01,1900.69,Restaurant,08427,payment,24832.15
6664-7995-1071,JW,2024-06-03,1138.56,Healthcare,84124,transfer,48451.88
9651-4746-4885,IA,2024-12-15,2596.03,Entertainment,34221,debit,11810.25
6814-6631-6158,UG,2024-11-25,4568.64,Entertainment,70289,credit,27051.45
4325-6721-9708,EO,2024-10-09,466.92,Healthcare,98883,transfer,5582.89
8860-8717-7955,BS,2024-12-22,4522.88,Travel,65073,debit,16466.73
3861-1919-4005,DR,2024-03-20,2975.03,Restaurant,11658,transfer,40581.73
6866-5263-7577,UY,2024-04-23,2947.07,Restaurant,54668,debit,46758.17
8186-8971-9220,II,2024-02-12,1476.14,Gas Station,20339,transfer,44441.28
5710-9742-2146,DR,2024-10-10,243.29,Online Shopping,14797,transfer,47721.81
0588-4863-5033,NV,2024-04-20,3255.74,Travel,05517,payment,44679.67
6037-1122-5692,ZQ,2024-06-11,1283.5,Groceries,27720,payment,27588.38
0811-6816-8829,QR,2024-10-31,2418.31,Healthcare,50911,credit,40455.97
9286-0178-3712,WW,2024-03-30,4063.44,Gas Station,73315,payment,34937.66
4776-2281-8544,IP,2024-04-16,4668.38,Entertainment,75885,debit,47758.38
9268-1471-0256,DY,2024-10-09,321.61,Restaurant,13052,credit,26380.98
2434-6338-1474,UT,2024-05-30,2177.57,Groceries,82858,transfer,39634.38
4378-4415-6604,VG,2024-06-11,3624.07,Healthcare,21095,payment,36408.23
0797-9446-4460,CJ,2024-02-07,4576.21,Groceries,48794,transfer,4997.47
7201-0489-1045,IS,2024-09-12,9.18,Online Shopping,65869,debit,47714.77
5219-7656-0048,MS,2024-10-13,802.04,Restaurant,94871,credit,15540.21
5866-3265-9096,ZV,2024-02-03,4431.54,Entertainment,16417,payment,10417.56
7712-4041-4583,DG,2024-02-02,144.22,Entertainment,57940,payment,47773.13
0714-8941-1127,WH,2024-01-29,4582.01,Travel,57283,credit,8081.16
6331-3114-8291,KR,2024-06-03,3191.61,Utilities,67495,payment,41922.53
7753-5321-1556,SA,2024-01-24,374.21,Healthcare,58881,credit,12377.04
3190-2243-7244,JV,2024-12-15,1530.3,Entertainment,65653,credit,41746.92
8337-6332-8847,XM,2024-03-17,1689.9,Travel,54498,debit,40199.89
7211-1482-8508,PI,2024-08-07,3371.87,Gas Station,55136,payment,6637.09
7488-1418-6547,ZK,2024-05-26,1930.99,Gas Station,29694,transfer,12687.19
0022-2231-7316,FL,2024-05-17,3530.06,Gas Station,12197,transfer,42892.49
5995-8701-2055,KZ,2024-03-01,27.15,Healthcare,25612,debit,3634.76
4631-9041-1100,AM,2024-09-01,250.4,Online Shopping,60920,payment,41840.7
7162-1598-2812,LL,2024-03-06,4090.12,Travel,08543,debit,43951.95
0559-2944-7092,KU,2024-02-04,1902.31,Utilities,25259,transfer,44185.92
8970-8075-1200,UQ,2024-09-21,4885.8,Utilities,84919,transfer,3992.14
0621-0276-0414,MP,2024-02-25,4859.63,Utilities,30153,transfer,33586.25
7942-8012-8496,EI,2024-08-06,134.27,Groceries,81710,payment,40899.3
0915-8719-7239,AK,2024-05-31,4386.54,Online Shopping,04775,transfer,20042.76
0448-9440-6705,TV,2024-08-04,758.94,Entertainment,85716,debit,31084.78
1590-1868-8143,FX,2024-06-03,1253.27,Gas Station,80207,debit,593.95
1600-9840-3277,JK,2024-03-27,3981.05,Healthcare,48524,transfer,30564.14
4459-0622-2896,FI,2024-11-03,918.2,Travel,95068,transfer,10070.08
9124-6543-7219,TG,2024-01-30,614.93,Entertainment,31838,credit,2487.96
4554-4128-8320,DY,2024-06-12,1634.31,Restaurant,15838,credit,45210.41
6875-7108-5802,BH,2024-09-19,1683.35,Gas Station,11651,payment,15966.81
7192-7769-2004,WX,2024-05-02,1229.44,Travel,44276,credit,8353.52
4288-5266-9346,JE,2024-04-20,968.26,Gas Station,97323,credit,44894.42
0387-0431-9001,TC,2024-08-28,108.82,Utilities,10662,credit,46049.99
9408-2826-7445,KO,2024-01-01,4754.96,Entertainment,84982,debit,18625.88
0414-5896-6151,UR,2024-02-21,2406.41,Travel,39402,payment,48330.55
1819-0206-5345,KT,2024-06-04,4804.08,Groceries,05692,payment,24806.59
9657-5452-1958,JS,2024-07-26,680.29,Utilities,83889,debit,7924.13
5275-3408-0219,KR,2024-05-23,2840.97,Utilities,36909,payment,35195.96
6766-4544-4666,WG,2024-06-12,676.03,Utilities,81491,credit,43208.99
9382-8709-7450,TN,2024-06-09,1886.6,Online Shopping,97914,debit,42696.02
1475-7422-4374,NF,2024-02-22,2512.96,Entertainment,64810,credit,7042.31
6366-1758-7360,SH,2024-08-15,69.31,Gas Station,28552,payment,49821.13
2643-3183-4610,SO,2024-02-22,1937.26,Restaurant,55514,transfer,19478.41
6704-3634-0796,XA,2024-05-14,1732.28,Utilities,31305,credit,10989.4
5241-9134-0666,FV,2024-04-15,384.36,Entertainment,39256,debit,49450.6
0828-2201-4162,UZ,2024-08-16,4756.26,Online Shopping,58585,debit,254.98
2970-2000-5834,MZ,2024-11-15,1093.24,Online Shopping,66285,debit,27175.36
1915-6012-1486,JO,2024-07-29,1312.53,Gas Station,23759,credit,47510.04
7614-3456-7182,HB,2024-10-05,1966.55,Online Shopping,90069,credit,22844.2
4687-6289-9992,IY,2024-03-29,1000.96,Utilities,57957,transfer,41102.54
1280-8823-2162,UI,2024-06-09,2850.02,Healthcare,06159,payment,5429.02
7491-2335-7998,YG,2024-10-15,1468.96,Utilities,65820,transfer,37077.09
6752-0027-3536,TV,2024-08-22,3539.53,Healthcare,46122,payment,19283.42
8587-9842-5087,CE,2024-04-11,493.91,Healthcare,81135,credit,45721.02
6480-3080-6824,VU,2024-11-12,2265.23,Travel,48946,transfer,48239.01
1198-5331-7051,PV,2024-06-18,1949.83,Gas Station,83412,transfer,22003.26
4264-1902-5661,UQ,2024-10-01,4189.68,Online Shopping,31304,payment,8947.47
4853-6837-8516,SK,2024-04-27,8.56,Travel,21212,payment,37573.93
0432-2992-9979,UY,2024-06-17,382.63,Restaurant,68013,payment,12881.06
9148-8684-4737,NT,2024-05-16,3353.99,Online Shopping,44150,credit,1252.2
3849-7223-0670,PP,2024-02-04,3419.74,Gas Station,51192,payment,16085.94
1313-3398-9617,CE,2024-02-07,3622.88,Groceries,83672,credit,48603.93
8830-4558-6582,OJ,2024-04-06,4401.24,Healthcare,23680,payment,29555.42
5531-0447-5256,WK,2024-02-08,2922.96,Restaurant,55058,debit,16661.09
4245-6657-2561,AT,2024-02-24,4895.84,Gas Station,47531,debit,44629.95
6530-2948-7414,SQ,2024-11-19,3569.87,Online Shopping,15240,debit,15389.39
3874-4663-1449,DY,2024-09-19,13.36,Groceries,55602,debit,1272.61
1903-2525-0020,SB,2024-01-07,1605.03,Utilities,34561,credit,46845.82
4743-0603-7675,MS,2024-03-03,3754.22,Restaurant,62535,credit,43960.87
3392-4935-2970,PY,2024-07-03,886.59,Online Shopping,22199,credit,27020.17
3716-7854-5521,US,2024-04-08,2892.32,Gas Station,54396,transfer,46001.5
4249-8105-1746,II,2024-02-10,2884.04,Entertainment,30931,debit,11767.11
3053-0088-9814,RY,2024-11-01,2718.04,Entertainment,35299,payment,20405.34
3065-2417-7056,CX,2024-07-04,1818.41,Utilities,64512,payment,35006.25
5804-8994-2302,YQ,2024-12-03,84.39,Gas Station,47050,credit,41198.59
3134-5620-0722,LI,2024-08-10,2362.82,Gas Station,46328,debit,33407.73
2278-0343-3348,WE,2024-04-19,315.01,Online Shopping,38082,transfer,13632.68
7272-3386-3092,KC,2024-11-02,4920.47,Gas Station,91035,transfer,29195.18
5368-7541-6697,RW,2024-05-13,1645.07,Restaurant,22986,debit,43229.13
4605-0318-6809,KN,2024-10-10,3790.05,Groceries,86327,debit,20972.74
5928-1923-6205,DT,2024-03-21,2170.4,Travel,94609,transfer,10505.43
1671-8180-7669,BS,2024-12-20,2360.65,Entertainment,61584,transfer,39100.46
8725-7589-7745,LC,2024-08-19,4797.2,Restaurant,28011,payment,9368.04
1645-5190-9657,MG,2024-05-03,4331.6,Restaurant,90115,credit,17151.8
7645-1061-0212,VY,2024-02-18,4211.94,Utilities,62724,payment,30340.12
9065-6709-3063,TU,2024-09-08,3382.18,Restaurant,33957,credit,40146.33
7674-9384-4659,WY,2024-08-26,1130.37,Travel,06437,debit,11985.85
0504-0774-1747,UG,2024-09-06,2476.86,Healthcare,51282,credit,37057.26
2584-2634-6635,CI,2024-04-29,1071.41,Online Shopping,97006,transfer,21612.39
1916-9694-8997,QD,2024-08-15,4064.72,Restaurant,62276,credit,16375.07
4772-8933-7835,ZA,2024-12-13,2182.7,Groceries,33879,transfer,9641.37
4389-5481-2130,FK,2024-12-17,4690.4,Gas Station,61859,credit,13026.55
4959-2176-5006,SD,2024-04-10,22.41,Utilities,56467,credit,22502.32
6802-4706-3093,EY,2024-04-23,1120.71,Restaurant,51887,payment,47814.69
2228-2085-7839,KW,2024-08-16,472.33,Gas Station,39845,credit,24359.08
1314-1530-2480,ZV,2024-01-24,2587.07,Healthcare,29927,credit,11430.93
6072-4485-1375,ET,2024-09-12,324.58,Entertainment,46702,transfer,28569.81
2835-6282-4674,CH,2024-09-11,1545.02,Healthcare,84299,transfer,27978.7
8687-1930-7916,HH,2024-02-13,1155.32,Online Shopping,10270,debit,7604.74
4955-0629-2157,CO,2024-08-13,1921.21,Healthcare,87360,debit,35995.52
5251-2665-3328,RE,2024-07-21,3374.56,Entertainment,91967,credit,36333.16
1749-6401-1965,YZ,2024-04-09,4888.08,Gas Station,36976,transfer,19269.06
8415-7471-6561,VS,2024-06-01,1416.68,Entertainment,06340,transfer,1254.65
6447-7486-4295,WM,2024-09-21,3648.76,Travel,45696,credit,31882.01
9163-4260-1610,YL,2024-08-07,3179.96,Online Shopping,62243,debit,10414.27
7250-4723-2908,OJ,2024-12-01,2710.55,Utilities,55685,debit,26834.24
8563-8717-5281,EN,2024-01-08,2937.74,Restaurant,60177,debit,44801.7
0282-1256-7431,GV,2024-10-28,3841.1,Gas Station,70833,credit,20624.61
4417-3873-9090,DR,2024-09-14,2688.36,Groceries,73275,debit,18545.42
0260-2751-5213,FI,2024-01-11,2573.3,Utilities,34573,transfer,21879.2
5431-3499-8321,HZ,2024-10-11,1817.95,Utilities,30405,credit,1817.52
9386-9066-4538,AL,2024-02-09,675.74,Entertainment,65225,transfer,9377.26
7685-1300-8315,MN,2024-02-09,1649.33,Restaurant,93604,transfer,18848.57
0447-5808-8530,MT,2024-08-05,3744.09,Healthcare,28211,debit,12902.66
0720-2426-9140,SA,2024-05-21,1746.58,Groceries,44303,credit,22575.69
3749-0598-8215,HK,2024-06-11,2821.37,Utilities,43828,payment,21202.84
9157-6656-9732,YE,2024-02-05,735.15,Entertainment,76024,payment,23340.38
3259-2068-9447,WO,2024-05-26,2578.52,Travel,47249,payment,40112.27
0689-5952-6469,EY,2024-04-28,4894.2,Online Shopping,81555,transfer,6298.78
4235-8259-1310,SV,2024-05-07,2400.26,Restaurant,63290,payment,8252.75
6291-0193-1185,DM,2024-02-12,1177.79,Travel,45333,debit,3147.66
2135-0497-0437,HR,2024-06-12,4166.45,Entertainment,82724,debit,17132.12
7897-6857-2822,ZI,2024-01-18,3698.25,Gas Station,83954,transfer,34577.53
4962-2350-2815,BM,2024-07-28,2588.83,Gas Station,24205,debit,35649.01
5569-2460-4281,PH,2024-11-05,3543.61,Healthcare,44959,transfer,36878.47
7654-8996-3012,QE,2024-03-13,3535.4,Utilities,66901,debit,24765.49
2642-6609-1732,ZT,2024-10-01,390.27,Gas Station,29592,credit,18535.19
1405-2262-4230,YE,2024-05-03,4103.65,Entertainment,02217,transfer,43288.8
5352-7207-9943,FV,2024-11-19,1539.9,Travel,03320,credit,7167.51
4472-8539-2831,BW,2024-05-10,225.77,Utilities,59534,credit,5720.84
7717-3906-2914,FP,2024-05-31,1326.19,Online Shopping,49220,debit,49971.21
9889-7364-2519,BV,2024-02-07,3290.72,Gas Station,07490,debit,16718.07
0094-1629-0823,UR,2024-08-29,4455.35,Restaurant,99294,debit,580.48
2568-1953-5231,TG,2024-11-10,908.4,Online Shopping,07993,credit,1631.53
8986-5251-2055,WN,2024-08-10,1545.9,Online Shopping,75238,payment,11339.78
4289-9485-5888,CM,2024-11-25,3818.3,Restaurant,01173,transfer,25909.31
4412-8676-1583,UJ,2024-09-09,3125.17,Restaurant,73710,payment,4073.23
1268-5492-9728,SF,2024-06-24,2023.34,Groceries,81096,credit,34510.0
2500-3135-2895,FG,2024-09-23,4435.24,Travel,33146,debit,42002.44
7479-2061-3505,OE,2024-12-12,1073.44,Gas Station,25379,transfer,36792.69
4291-4278-4726,TA,2024-10-26,3581.51,Travel,85006,transfer,28104.23
2785-9764-5662,PW,2024-08-29,2858.49,Travel,58202,credit,15584.0
5530-7554-1586,FC,2024-01-03,252.73,Gas Station,22387,payment,15586.09
1786-2551-5636,GM,2024-09-07,4936.97,Gas Station,36516,credit,2493.42
2069-6192-7956,EZ,2024-09-05,3780.03,Restaurant,38686,payment,5062.81
0750-5305-8585,EU,2024-06-10,367.98,Entertainment,94003,debit,48893.47
2172-6913-1300,RJ,2024-04-26,3989.97,Restaurant,06432,credit,15232.03
1041-2714-2648,MW,2024-09-10,3779.81,Restaurant,63701,credit,30442.91
6626-9001-2582,WS,2024-01-03,3906.14,Groceries,40934,debit,22076.91
7964-2658-6567,KA,2024-12-30,3066.62,Restaurant,36730,payment,15083.54
3288-1144-7326,BU,2024-01-14,4621.11,Gas Station,50024,payment,44694.99
4771-8980-7541,YT,2024-03-15,4324.62,Restaurant,94943,debit,135.34
4363-6149-5686,RG,2024-03-26,3902.97,Healthcare,34512,transfer,31581.76
1358-1958-5479,WD,2024-05-18,3361.74,Gas Station,85471,payment,22717.34
2357-3191-4943,ZB,2024-03-11,2127.88,Groceries,51631,transfer,21482.92
3735-2550-1297,IM,2024-07-19,2987.0,Travel,53587,debit,40654.79
0546-4439-5649,SJ,2024-04-09,4736.86,Entertainment,89036,transfer,40508.79
1528-0953-5382,VM,2024-07-22,1721.56,Restaurant,52423,credit,46251.07
7419-9612-8571,HU,2024-07-12,1607.3,Travel,11567,transfer,5263.56
4420-7211-6059,ZK,2024-04-14,2670.91,Travel,84120,credit,24402.65
9455-6188-8733,HI,2024-05-21,4623.53,Travel,41424,payment,34931.39
0970-8775-9141,XS,2024-09-24,3458.68,Travel,76203,payment,1913.6
1398-5094-7881,FW,2024-01-26,2035.32,Gas Station,99876,transfer,36569.91
1444-1180-6431,MH,2024-06-11,293.4,Utilities,56152,payment,19725.56
1268-3261-3579,EQ,2024-01-19,937.66,Online Shopping,04092,credit,48545.21
8214-4638-7396,LI,2024-08-16,3838.56,Utilities,30435,credit,3857.02
8912-4979-2089,LW,2024-05-09,4339.58,Gas Station,57807,transfer,19383.36
3909-0197-9737,PZ,2024-06-21,2352.04,Groceries,19239,debit,1257.21
2608-8728-4744,LB,2024-06-17,3680.1,Healthcare,42458,payment,32123.55
5382-2227-7920,UA,2024-11-09,1704.24,Gas Station,53123,payment,6900.09
3329-5971-7905,NJ,2024-04-17,1189.54,Online Shopping,72920,transfer,26800.25
0628-9705-2719,CT,2024-09-30,3851.09,Travel,57978,credit,48528.87
7481-1208-5748,IR,2024-05-14,3924.08,Restaurant,00870,credit,43256.74
0483-9297-4158,CT,2024-10-16,4137.4,Healthcare,46092,debit,36955.8
0232-0958-0567,CB,2024-10-04,2805.83,Groceries,93112,transfer,27748.55
6706-6280-2209,RA,2024-01-24,3284.15,Entertainment,06727,debit,6314.76
7649-7749-5237,TG,2024-11-08,4544.52,Entertainment,03549,payment,26808.91
7358-5658-4789,ZH,2024-05-12,38.64,Entertainment,29775,payment,14141.44
8448-3391-4864,EW,2024-04-19,1316.49,Travel,46879,payment,25373.62
2984-0178-6542,JU,2024-10-24,3006.74,Online Shopping,57297,payment,11734.0
8048-1713-3717,EC,2024-11-09,4317.66,Healthcare,87522,payment,32208.38
1300-4349-1903,HK,2024-04-23,3830.88,Travel,74343,credit,31744.64
0662-9630-8909,WJ,2024-12-28,2463.18,Online Shopping,06378,payment,18005.25
3408-2644-5694,IG,2024-01-27,2075.14,Travel,04548,payment,12646.64
3366-9316-2939,XT,2024-07-24,4423.65,Groceries,17541,payment,19044.8
1585-6460-3519,DS,2024-04-08,4393.3,Healthcare,59568,payment,20623.65
3669-3085-0206,LU,2024-09-04,4413.32,Utilities,83246,debit,35418.86
7420-8380-9968,NT,2024-01-19,3938.57,Utilities,04139,debit,26107.2
9583-9807-1620,AK,2024-03-23,3991.95,Groceries,66389,credit,36563.51
3812-7786-1036,CJ,2024-07-15,2293.36,Online Shopping,26501,transfer,45146.67
6447-3982-6021,YE,2024-01-18,4231.0,Groceries,10445,payment,48293.7
0845-9189-1004,NA,2024-04-16,529.23,Utilities,40877,debit,48265.01
1971-7119-2394,ND,2024-12-01,4081.39,Restaurant,97288,debit,22588.74
6567-5017-8486,CE,2024-10-01,308.93,Utilities,47384,transfer,38522.73
4739-3719-3923,NW,2024-04-30,3199.18,Travel,99806,debit,9797.08
6849-4579-3348,VU,2024-07-23,4465.41,Travel,82625,credit,5737.68
5209-5732-7267,FL,2024-01-30,2071.03,Entertainment,25026,debit,47490.03
4901-6400-0453,KB,2024-09-24,2831.74,Travel,52872,credit,19310.08
9404-9274-0883,LZ,2024-06-10,1542.54,Restaurant,99682,credit,29053.7
9702-1625-6653,GF,2024-01-09,2831.61,Travel,21278,transfer,38589.59
1230-2625-1027,YX,2024-02-16,3233.41,Groceries,64141,payment,6392.1
8436-6478-0858,OI,2024-05-06,271.9,Groceries,07325,debit,27900.72
5944-3244-3898,XK,2024-02-27,3872.38,Restaurant,41562,transfer,42824.67
6396-0544-4585,UF,2024-02-22,2146.88,Restaurant,32279,payment,25804.35
6135-8990-4470,VQ,2024-04-18,707.36,Travel,57838,transfer,39000.83
2535-1120-5559,LR,2024-09-13,1968.46,Healthcare,76693,debit,5958.04
0098-9863-9568,JP,2024-01-01,1526.98,Travel,42729,payment,32031.05
1337-1914-6825,NI,2024-05-17,1186.95,Gas Station,63224,debit,25398.99
0038-3122-8097,MR,2024-12-11,4291.56,Utilities,91832,payment,49312.39
9690-0663-3091,OT,2024-06-26,4544.69,Gas Station,05548,debit,43832.25
1129-4110-6397,UN,2024-01-15,1543.17,Groceries,67981,transfer,49529.65
8406-7452-4835,UT,2024-03-16,3764.47,Online Shopping,06659,payment,12643.06
4587-0795-4819,NR,2024-05-18,1569.93,Groceries,49948,debit,8649.25
0359-3010-5963,VX,2024-05-22,997.71,Healthcare,55991,credit,24770.54
5300-0043-7047,RL,2024-01-17,2444.05,Groceries,80835,credit,26797.25
4898-6966-9280,YY,2024-06-26,4487.35,Gas Station,19609,debit,13645.98
3970-3354-2492,ZI,2024-11-07,6.93,Utilities,98240,credit,7149.01
2118-7103-1955,OH,2024-11-25,1425.15,Entertainment,94455,debit,42537.49
9047-9285-4921,MJ,2024-08-01,1221.93,Online Shopping,91076,transfer,6177.99
3102-4667-5720,VE,2024-08-03,178.24,Utilities,02790,transfer,4915.46
0566-0926-8040,IE,2024-07-01,670.01,Healthcare,96106,credit,29950.68
4137-4922-0651,TG,2024-02-27,2602.06,Travel,33606,transfer,41698.13
7196-5230-9787,GS,2024-04-23,1268.22,Utilities,16888,credit,24317.41
3867-0492-2821,FB,2024-08-30,3029.57,Online Shopping,55257,credit,35661.7
7075-1678-1813,DC,2024-01-04,2150.46,Groceries,49402,debit,27299.07
7291-2989-0125,TC,2024-01-18,4773.02,Online Shopping,95395,credit,2806.52
0087-3514-3930,CA,2024-03-19,2238.0,Gas Station,80301,debit,18367.52
6601-5426-8582,YC,2024-12-24,1711.06,Restaurant,89335,debit,17421.56
8383-1571-3618,UA,2024-05-08,4453.73,Groceries,56956,transfer,7326.18
0529-9025-9763,YZ,2024-12-17,441.49,Gas Station,69190,debit,22772.06
8996-6044-1620,IV,2024-06-28,778.36,Restaurant,67339,credit,16570.54
5718-5465-4810,NF,2024-12-26,4774.01,Entertainment,69678,payment,25084.21
3085-1825-3724,AL,2024-04-15,804.63,Restaurant,80692,debit,10423.83
5878-8584-7055,IT,2024-08-21,4205.37,Gas Station,74062,payment,29984.51
5800-3410-8462,SA,2024-04-28,600.4,Groceries,33391,payment,7494.03
4384-5642-9788,XK,2024-04-04,1821.0,Online Shopping,72343,debit,46275.87
9213-1170-7259,GG,2024-08-21,3747.92,Travel,25982,payment,6723.89
3245-2551-3714,OY,2024-11-17,4970.53,Gas Station,32780,transfer,1932.33
5637-6979-0997,BP,2024-03-09,1669.32,Gas Station,50958,payment,38900.69
0402-1045-0598,LH,2024-09-10,118.59,Restaurant,93492,payment,2633.9
4685-2382-8481,YX,2024-06-29,4277.33,Online Shopping,79942,credit,288.65
2637-4277-7683,LB,2024-09-27,2755.75,Gas Station,59226,credit,21583.97
5486-8694-6896,EI,2024-05-15,3278.05,Healthcare,60775,payment,22111.68
6514-7877-7995,PA,2024-07-05,1264.39,Online Shopping,34723,credit,40363.35
3537-6229-8171,RL,2024-11-18,4403.69,Groceries,07138,transfer,7096.41
0104-0530-7967,HR,2024-11-11,3988.4,Restaurant,90339,credit,35007.29
0937-7890-4960,HH,2024-07-16,864.94,Healthcare,92337,payment,35671.03
8485-3437-7082,NU,2024-02-15,1277.62,Healthcare,79856,payment,49724.38
6047-5617-6021,FH,2024-04-30,3374.46,Travel,16021,transfer,43817.0
1392-8367-3235,KL,2024-08-26,2060.79,Restaurant,57931,transfer,35566.97
4489-5038-6732,MG,2024-09-23,1144.4,Online Shopping,24828,payment,2676.44
5840-6234-7111,XS,2024-06-19,4364.24,Restaurant,04641,debit,24512.27
